age,job,housing,month,duration,pdays,previous,ifCreatedAccount
46,1,0,7,407,-1,0,0
27,2,1,7,416,-1,0,0
53,1,0,7,112,-1,0,0
40,1,0,7,756,-1,0,0
43,8,1,7,122,-1,0,0
37,1,1,7,339,-1,0,0
31,10,1,7,352,-1,0,0
28,7,1,7,164,-1,0,0
43,1,0,7,245,-1,0,0
28,1,0,7,327,-1,0,0
47,5,0,7,95,-1,0,0
43,8,0,7,285,-1,0,0
57,3,0,7,88,-1,0,0
58,6,0,7,78,-1,0,0
25,1,0,7,422,-1,0,0
31,1,0,7,719,-1,0,1
47,3,0,7,167,-1,0,0
43,12,0,7,89,-1,0,0
27,5,0,7,269,-1,0,0
45,8,0,7,112,-1,0,0
31,2,1,7,28,-1,0,0
33,3,0,7,208,-1,0,0
31,1,0,7,221,-1,0,0
32,5,1,7,624,-1,0,0
41,10,0,7,252,-1,0,0
31,4,0,7,230,-1,0,0
30,5,0,7,482,-1,0,0
44,1,0,7,564,-1,0,0
28,11,0,7,625,-1,0,0
31,8,0,7,53,-1,0,0
36,1,1,7,279,-1,0,0
25,12,0,7,136,-1,0,0
25,3,1,7,242,-1,0,0
27,1,0,7,185,-1,0,0
60,2,0,7,79,-1,0,0
36,1,1,7,9,-1,0,0
49,1,0,7,205,-1,0,0
25,1,0,7,131,-1,0,0
46,2,1,7,15,-1,0,0
50,3,0,7,192,-1,0,0
50,1,0,7,118,-1,0,0
33,4,0,7,219,-1,0,0
42,2,0,7,214,-1,0,0
30,4,0,7,188,-1,0,0
42,3,0,7,262,-1,0,0
28,4,0,7,226,-1,0,0
34,8,1,7,164,-1,0,0
33,2,0,7,290,-1,0,0
26,8,0,7,342,-1,0,0
29,4,0,7,140,-1,0,0
28,4,0,7,161,-1,0,0
32,3,0,7,259,-1,0,0
45,5,0,7,47,-1,0,0
59,6,0,7,163,-1,0,0
46,9,0,7,491,-1,0,0
32,2,1,7,220,-1,0,0
44,2,0,7,104,-1,0,0
26,1,0,7,54,-1,0,0
53,2,0,7,141,-1,0,0
46,1,1,7,109,-1,0,0
35,8,0,7,259,-1,0,0
56,1,0,7,226,-1,0,0
60,2,0,7,183,-1,0,0
36,3,0,7,24,-1,0,0
29,1,1,7,216,-1,0,0
60,3,0,7,58,-1,0,0
55,2,0,7,123,-1,0,0
27,2,0,7,146,-1,0,0
33,3,0,7,362,-1,0,0
33,2,0,7,159,-1,0,0
55,6,0,7,124,-1,0,0
28,1,0,7,306,-1,0,0
28,7,0,7,191,-1,0,0
26,4,0,7,165,-1,0,0
31,2,0,7,509,-1,0,1
39,4,0,7,431,-1,0,0
26,2,0,7,160,-1,0,0
27,5,0,7,175,-1,0,0
42,1,1,7,178,-1,0,0
42,2,0,7,186,-1,0,0
34,3,1,7,395,-1,0,0
32,3,1,7,143,-1,0,0
35,7,0,7,201,-1,0,0
33,8,1,7,740,-1,0,1
52,8,0,7,534,-1,0,1
30,1,0,7,320,-1,0,0
25,2,1,7,425,-1,0,0
34,7,0,7,59,-1,0,0
45,1,1,7,208,-1,0,0
27,4,0,7,290,-1,0,0
36,4,0,7,85,-1,0,0
51,4,0,7,31,-1,0,0
26,3,0,7,393,-1,0,0
32,2,0,7,82,-1,0,0
58,6,1,7,523,-1,0,0
57,6,0,7,203,-1,0,0
56,6,0,7,136,-1,0,0
58,1,1,7,144,-1,0,0
25,1,0,7,152,-1,0,0
34,10,1,7,119,-1,0,0
27,3,0,7,732,-1,0,1
29,5,0,7,136,-1,0,0
36,2,0,7,733,-1,0,0
46,2,0,7,85,-1,0,0
32,1,0,7,524,-1,0,0
55,1,0,7,377,-1,0,0
28,9,0,7,286,-1,0,0
26,4,0,7,304,-1,0,0
39,5,0,7,106,-1,0,0
55,2,0,7,102,-1,0,0
33,8,0,7,42,-1,0,0
29,10,0,7,240,-1,0,0
45,3,0,7,711,-1,0,0
25,5,0,7,288,-1,0,0
55,8,0,7,215,-1,0,0
32,1,0,7,99,-1,0,0
25,4,0,7,238,-1,0,0
28,4,0,7,136,-1,0,0
34,1,1,7,225,-1,0,0
26,2,0,7,367,-1,0,0
56,1,0,7,188,-1,0,0
26,7,0,7,531,-1,0,1
33,4,0,7,217,-1,0,0
55,6,0,7,256,-1,0,0
25,3,0,7,634,-1,0,1
38,4,0,7,124,-1,0,0
27,5,0,7,260,-1,0,0
58,6,0,7,133,-1,0,0
25,1,0,7,460,-1,0,1
42,1,0,7,113,-1,0,0
40,5,0,7,166,-1,0,0
30,3,0,7,1046,-1,0,0
26,5,0,7,240,-1,0,0
58,3,0,7,239,-1,0,0
59,6,0,7,116,-1,0,0
48,2,0,7,265,-1,0,0
59,5,0,7,176,-1,0,0
34,4,0,7,130,-1,0,0
53,3,1,7,130,-1,0,0
42,9,0,7,96,-1,0,0
25,3,0,7,272,-1,0,0
25,2,0,7,71,-1,0,0
28,4,0,7,705,-1,0,1
41,4,0,7,428,-1,0,0
45,5,0,7,106,-1,0,0
29,1,0,7,185,-1,0,0
25,2,0,7,455,-1,0,0
51,3,0,7,187,-1,0,0
26,2,0,7,253,-1,0,0
27,8,0,7,154,-1,0,0
39,5,0,7,114,-1,0,0
30,11,0,7,154,-1,0,0
25,7,0,7,201,-1,0,0
29,2,0,7,574,-1,0,0
39,3,0,7,202,-1,0,0
27,2,0,7,46,-1,0,0
28,10,1,7,401,-1,0,0
38,4,0,7,191,-1,0,0
60,6,0,7,291,-1,0,0
26,5,0,7,362,-1,0,0
42,9,0,7,92,-1,0,0
51,2,0,7,287,-1,0,0
30,1,0,7,220,-1,0,0
25,3,0,7,574,-1,0,1
42,4,0,7,249,-1,0,0
28,1,0,7,82,-1,0,0
33,4,0,7,359,-1,0,0
54,2,0,7,443,-1,0,0
42,2,0,7,165,-1,0,0
44,3,0,7,190,-1,0,0
31,1,0,7,186,-1,0,0
56,8,0,7,325,-1,0,0
28,5,1,7,1767,-1,0,1
32,8,0,7,145,-1,0,0
55,1,0,7,267,-1,0,0
31,7,0,7,188,-1,0,0
35,4,0,7,199,-1,0,0
26,3,0,7,141,-1,0,0
40,1,0,7,167,-1,0,0
33,1,0,7,545,-1,0,0
25,1,0,7,148,-1,0,0
28,1,0,7,681,-1,0,1
41,4,0,7,489,-1,0,0
37,1,0,7,483,-1,0,0
59,1,0,7,165,-1,0,0
57,4,0,7,132,-1,0,0
34,7,0,7,245,-1,0,0
54,2,0,7,156,-1,0,0
50,3,0,7,173,-1,0,0
52,3,0,7,310,-1,0,0
59,1,0,7,214,-1,0,0
33,8,0,7,1082,-1,0,1
53,5,0,7,206,-1,0,0
26,2,0,7,143,-1,0,0
45,2,0,7,730,-1,0,1
56,4,0,7,119,-1,0,0
41,1,1,7,125,-1,0,0
35,7,0,7,259,-1,0,0
55,6,0,7,154,-1,0,0
28,2,0,7,70,-1,0,0
60,6,0,7,211,-1,0,0
35,8,0,7,163,-1,0,0
51,6,0,7,123,-1,0,0
36,5,0,7,716,-1,0,1
34,4,0,7,86,-1,0,0
33,5,0,7,116,-1,0,0
30,5,1,7,250,-1,0,0
35,1,0,7,338,-1,0,0
56,6,0,7,175,-1,0,0
56,10,0,7,212,-1,0,0
49,4,0,7,77,-1,0,0
41,3,0,7,413,-1,0,0
57,3,0,7,97,-1,0,0
33,10,1,7,135,-1,0,0
29,1,0,7,528,-1,0,0
36,9,0,7,361,-1,0,0
29,3,1,7,293,-1,0,0
45,5,0,7,220,-1,0,0
26,1,0,7,803,-1,0,1
51,5,0,7,217,-1,0,0
46,1,0,7,188,-1,0,0
29,3,1,7,604,-1,0,0
52,1,1,7,159,-1,0,0
45,4,1,7,498,-1,0,0
30,4,0,7,220,-1,0,0
33,5,0,7,285,-1,0,0
29,7,1,7,231,-1,0,0
36,9,1,7,305,-1,0,0
60,6,0,7,96,-1,0,0
35,5,0,7,221,-1,0,0
33,2,1,7,454,-1,0,0
36,5,0,7,215,-1,0,0
28,1,1,7,764,-1,0,0
39,10,0,7,163,-1,0,0
36,3,0,7,121,-1,0,0
43,5,0,7,185,-1,0,0
47,3,1,7,297,-1,0,0
25,5,0,7,266,-1,0,0
34,4,1,7,303,-1,0,0
60,2,1,7,266,-1,0,0
25,1,0,7,112,-1,0,0
52,2,1,7,424,-1,0,0
30,4,0,7,61,-1,0,0
38,10,0,7,306,-1,0,0
54,1,0,7,1027,-1,0,0
31,1,1,7,831,-1,0,1
29,5,0,7,510,-1,0,0
37,1,0,7,338,-1,0,0
28,2,0,7,107,-1,0,0
51,5,0,7,210,-1,0,0
55,3,0,7,138,-1,0,0
52,1,1,7,58,-1,0,0
55,9,0,7,305,-1,0,0
25,4,1,7,312,-1,0,0
34,3,0,7,283,-1,0,0
59,2,0,7,55,-1,0,0
28,4,0,7,360,-1,0,0
58,1,0,7,327,-1,0,0
45,3,0,7,216,-1,0,0
60,2,0,7,76,-1,0,0
29,5,0,7,202,-1,0,0
55,9,0,7,108,-1,0,0
54,1,0,7,194,-1,0,0
34,4,0,7,165,-1,0,0
27,7,0,7,141,-1,0,0
50,1,0,7,82,-1,0,0
38,1,0,7,84,-1,0,0
52,3,0,7,89,-1,0,0
59,6,0,7,136,-1,0,0
49,1,1,7,203,-1,0,0
44,2,0,7,54,-1,0,0
35,4,0,7,632,-1,0,0
28,2,0,7,158,-1,0,0
43,1,0,7,192,-1,0,0
31,4,1,7,144,-1,0,0
42,8,1,7,251,-1,0,0
28,2,1,7,319,-1,0,0
38,3,0,7,635,-1,0,1
52,3,0,7,584,-1,0,0
57,1,0,7,157,-1,0,0
30,1,1,7,117,-1,0,0
27,5,0,7,606,-1,0,0
28,4,0,7,78,-1,0,0
31,2,1,7,119,-1,0,0
32,1,1,7,192,-1,0,0
40,2,1,7,1720,-1,0,0
45,3,1,7,355,-1,0,0
38,4,0,7,452,-1,0,0
52,4,0,7,460,-1,0,0
56,1,0,7,819,-1,0,1
31,1,0,7,447,-1,0,0
42,1,0,7,294,-1,0,0
32,10,0,7,63,-1,0,0
35,5,0,7,518,-1,0,0
37,1,0,7,336,-1,0,0
45,1,0,7,171,-1,0,0
58,2,0,7,326,-1,0,0
30,7,0,7,55,-1,0,0
48,4,0,7,302,-1,0,0
28,3,0,7,323,-1,0,0
54,1,0,7,346,-1,0,0
36,1,0,7,291,-1,0,0
41,1,0,7,426,-1,0,0
25,3,0,7,483,-1,0,0
33,5,0,7,107,-1,0,0
49,1,0,7,474,-1,0,0
39,4,1,7,289,-1,0,0
30,3,0,7,517,-1,0,0
59,6,1,7,71,-1,0,0
54,3,1,7,554,-1,0,0
57,2,1,7,96,-1,0,0
60,2,1,7,59,-1,0,0
32,4,0,7,228,-1,0,0
29,2,0,7,150,-1,0,0
27,1,0,7,154,-1,0,0
26,4,0,7,658,-1,0,1
41,1,0,7,117,-1,0,0
26,3,0,7,362,-1,0,0
40,4,1,7,145,-1,0,0
26,3,0,7,1061,-1,0,1
47,3,0,7,236,-1,0,0
36,2,1,7,268,-1,0,0
57,1,0,7,237,-1,0,0
51,3,0,7,378,-1,0,0
60,2,0,7,171,-1,0,0
41,1,0,7,514,-1,0,0
26,1,0,7,392,-1,0,0
34,1,1,7,218,-1,0,0
29,4,1,7,21,-1,0,0
54,10,0,7,116,-1,0,0
27,2,0,7,201,-1,0,0
35,6,0,7,520,-1,0,0
59,2,0,7,137,-1,0,0
30,3,0,7,82,-1,0,0
25,1,0,7,687,-1,0,1
47,1,0,7,243,-1,0,0
27,5,1,7,212,-1,0,0
45,4,0,7,49,-1,0,0
28,1,0,7,65,-1,0,0
45,4,1,7,376,-1,0,0
36,2,1,7,476,-1,0,0
37,1,1,7,379,-1,0,0
32,2,0,7,141,-1,0,0
44,1,0,7,155,-1,0,0
27,4,0,7,90,-1,0,0
25,1,0,7,17,-1,0,0
30,5,0,7,187,-1,0,0
26,10,0,7,416,-1,0,0
39,7,0,7,389,-1,0,0
27,5,0,7,283,-1,0,0
41,1,0,7,554,-1,0,0
28,8,1,7,22,-1,0,0
42,5,1,7,38,-1,0,0
41,1,0,7,212,-1,0,0
26,1,0,7,249,-1,0,0
29,3,0,7,227,-1,0,0
44,7,0,7,256,-1,0,0
55,4,0,7,153,-1,0,0
49,3,0,7,120,-1,0,0
34,1,0,7,241,-1,0,0
27,4,1,7,103,-1,0,0
56,1,0,7,114,-1,0,0
60,10,0,7,861,-1,0,0
59,6,0,7,127,-1,0,0
59,4,0,7,250,-1,0,0
32,5,1,7,529,-1,0,0
28,1,1,7,244,-1,0,0
58,2,1,7,199,-1,0,0
41,1,0,7,104,-1,0,0
49,3,1,7,191,-1,0,0
47,2,0,7,161,-1,0,0
43,3,1,7,89,-1,0,0
46,4,1,7,214,-1,0,0
56,3,0,7,75,-1,0,0
33,2,1,7,1111,-1,0,0
52,2,0,7,99,-1,0,0
34,4,0,7,183,-1,0,0
32,1,1,7,173,-1,0,0
32,1,1,7,329,-1,0,0
30,1,1,7,225,-1,0,0
47,1,0,7,210,-1,0,0
49,5,1,7,201,-1,0,0
57,5,0,7,320,-1,0,0
42,4,1,7,1011,-1,0,0
52,6,0,7,280,-1,0,0
38,7,0,7,184,-1,0,0
27,2,0,7,75,-1,0,0
32,2,1,7,353,-1,0,0
41,5,1,7,126,-1,0,0
36,1,1,7,183,-1,0,0
43,2,0,7,134,-1,0,0
58,6,0,7,254,-1,0,0
34,1,1,7,394,-1,0,0
40,4,1,7,139,-1,0,0
38,1,1,7,80,-1,0,0
34,5,0,7,53,-1,0,0
44,3,1,7,129,-1,0,0
44,2,0,7,618,-1,0,0
47,5,1,7,250,-1,0,0
31,5,1,7,82,-1,0,0
41,3,1,7,158,-1,0,0
57,3,1,7,1272,-1,0,0
53,3,1,7,182,-1,0,0
50,3,1,7,95,-1,0,0
46,3,0,7,72,-1,0,0
44,1,0,7,150,-1,0,0
42,2,1,7,98,-1,0,0
43,12,1,7,132,-1,0,0
37,4,0,7,259,-1,0,0
48,4,1,7,205,-1,0,0
56,1,0,7,261,-1,0,0
44,2,1,7,323,-1,0,0
26,9,0,7,537,-1,0,1
35,4,0,7,64,-1,0,0
35,5,0,7,42,-1,0,0
28,7,0,7,618,-1,0,0
54,2,0,7,406,-1,0,0
36,1,1,7,183,-1,0,0
28,1,0,7,112,-1,0,0
35,4,0,7,199,-1,0,0
53,2,1,7,296,-1,0,0
60,10,1,7,206,-1,0,0
33,2,0,7,133,-1,0,0
35,1,0,7,317,-1,0,0
39,8,1,7,97,-1,0,0
53,6,1,7,128,-1,0,0
46,8,1,7,296,-1,0,0
41,3,1,7,74,-1,0,0
46,2,0,7,126,-1,0,0
33,4,1,7,389,-1,0,0
50,2,0,7,99,-1,0,0
30,7,1,7,99,-1,0,0
52,3,1,7,194,-1,0,0
46,1,1,7,420,-1,0,0
45,1,1,7,96,-1,0,0
57,10,0,7,138,-1,0,0
45,2,0,7,110,-1,0,0
41,2,0,7,55,-1,0,0
57,1,0,7,45,-1,0,0
41,3,1,7,175,-1,0,0
51,7,0,7,153,-1,0,0
50,5,1,7,185,-1,0,0
59,7,0,7,62,-1,0,0
44,3,1,7,72,-1,0,0
49,4,0,7,51,-1,0,0
26,5,0,7,94,-1,0,0
45,1,1,7,93,-1,0,0
34,10,1,7,272,-1,0,0
34,1,0,7,295,-1,0,0
50,7,1,7,42,-1,0,0
36,4,0,7,225,-1,0,0
30,2,1,7,127,-1,0,0
54,5,0,7,85,-1,0,0
44,2,1,7,42,-1,0,0
45,3,1,7,55,-1,0,0
59,2,1,7,206,-1,0,0
40,1,1,7,781,-1,0,1
45,3,0,7,113,-1,0,0
59,9,1,7,275,-1,0,0
56,3,0,7,92,-1,0,0
40,2,1,7,157,-1,0,0
45,5,1,7,16,-1,0,0
53,3,1,7,89,-1,0,0
53,1,1,7,205,-1,0,0
33,5,0,7,128,-1,0,0
30,2,1,7,65,-1,0,0
35,3,1,7,515,-1,0,0
27,5,0,7,194,-1,0,0
60,6,0,7,147,-1,0,0
35,4,1,7,112,-1,0,0
33,2,0,7,25,-1,0,0
45,1,1,7,285,-1,0,0
42,7,1,7,61,-1,0,0
31,2,1,7,174,-1,0,0
51,8,1,7,42,-1,0,0
52,1,1,7,1486,-1,0,1
34,1,1,7,130,-1,0,0
56,6,0,7,44,-1,0,0
40,4,1,7,145,-1,0,0
43,1,0,7,238,-1,0,0
44,2,0,7,160,-1,0,0
37,4,1,7,645,-1,0,1
36,3,1,7,254,-1,0,0
43,1,0,7,1242,-1,0,1
58,8,1,7,990,-1,0,1
37,10,1,7,64,-1,0,0
31,2,0,7,219,-1,0,0
55,1,0,7,115,-1,0,0
47,1,1,7,113,-1,0,0
53,10,1,7,126,-1,0,0
41,5,1,7,662,-1,0,1
49,1,0,7,625,-1,0,1
40,4,1,7,189,-1,0,0
43,2,0,7,124,-1,0,0
41,4,1,7,321,-1,0,0
30,5,1,7,102,-1,0,0
36,3,1,7,482,-1,0,0
43,3,1,7,727,-1,0,1
28,5,0,7,147,-1,0,0
35,10,1,7,127,-1,0,0
36,4,0,7,36,-1,0,0
44,2,0,7,73,-1,0,0
43,2,0,7,189,-1,0,0
34,4,1,7,127,-1,0,0
54,7,0,7,130,-1,0,0
60,1,1,7,196,-1,0,0
39,1,1,7,290,-1,0,0
48,3,1,7,112,-1,0,0
46,7,0,7,389,-1,0,0
33,2,1,7,310,-1,0,0
41,2,1,7,294,-1,0,0
59,6,0,7,611,-1,0,0
34,3,0,7,62,-1,0,0
29,3,1,7,259,-1,0,0
25,11,1,7,160,-1,0,0
40,4,1,7,177,-1,0,0
35,2,1,7,156,-1,0,0
28,7,1,7,275,-1,0,0
39,2,0,7,427,-1,0,0
57,5,1,7,143,-1,0,0
44,3,1,7,92,-1,0,0
53,3,0,7,175,-1,0,0
45,2,0,7,148,-1,0,0
37,2,0,7,366,-1,0,0
31,5,0,7,138,-1,0,0
42,10,1,7,121,-1,0,0
60,10,0,7,337,-1,0,0
31,4,0,7,236,-1,0,0
43,6,0,7,52,-1,0,0
48,3,0,7,36,-1,0,0
35,2,0,7,90,-1,0,0
29,4,0,7,426,-1,0,1
44,8,1,7,127,-1,0,0
54,2,0,7,180,-1,0,0
57,6,1,7,98,-1,0,0
55,6,1,7,111,-1,0,0
37,1,1,7,90,-1,0,0
41,8,0,7,72,-1,0,0
45,3,1,7,113,-1,0,0
57,3,1,7,54,-1,0,0
35,2,1,7,1121,-1,0,1
42,8,0,7,236,-1,0,0
52,2,0,7,81,-1,0,0
34,3,0,7,628,-1,0,0
43,1,1,7,118,-1,0,0
60,6,1,7,119,-1,0,0
57,7,0,7,171,-1,0,0
32,10,0,7,71,-1,0,0
34,8,1,7,1156,-1,0,0
44,1,1,7,668,-1,0,0
31,2,1,7,134,-1,0,0
35,7,0,7,128,-1,0,0
28,3,0,7,171,-1,0,0
41,10,0,7,76,-1,0,0
45,4,0,7,89,-1,0,0
35,1,1,7,277,-1,0,0
46,3,0,7,78,-1,0,0
28,4,0,7,188,-1,0,0
39,5,1,7,869,-1,0,1
52,2,1,7,197,-1,0,0
33,5,1,7,125,-1,0,0
54,1,0,7,98,-1,0,0
38,2,1,7,556,-1,0,1
39,1,1,7,175,-1,0,0
39,3,0,7,87,-1,0,0
49,3,1,7,100,-1,0,0
42,1,1,7,31,-1,0,0
39,5,1,7,205,-1,0,0
50,2,0,7,167,-1,0,0
57,4,0,7,108,-1,0,0
45,4,1,7,180,-1,0,0
42,1,0,7,31,-1,0,0
56,1,0,7,96,-1,0,0
59,1,0,7,133,-1,0,0
40,5,1,7,161,-1,0,0
46,2,0,7,130,-1,0,0
56,6,0,7,145,-1,0,0
37,7,0,7,80,-1,0,0
39,1,0,7,108,-1,0,0
40,5,1,7,145,-1,0,0
48,4,1,7,532,-1,0,0
32,1,0,7,91,-1,0,0
42,1,1,7,124,-1,0,0
33,8,0,7,279,-1,0,0
35,1,0,7,143,-1,0,0
30,9,0,7,100,-1,0,0
39,1,0,7,178,-1,0,0
52,4,0,7,103,-1,0,0
25,3,0,7,144,-1,0,0
39,2,1,7,71,-1,0,0
37,7,1,7,332,-1,0,0
48,1,1,7,693,-1,0,0
43,2,1,7,225,-1,0,0
47,5,1,7,289,-1,0,0
44,10,1,7,224,-1,0,0
32,3,1,7,224,-1,0,0
33,2,1,7,125,-1,0,0
44,4,0,7,672,-1,0,0
31,5,1,7,219,-1,0,0
45,4,0,7,192,-1,0,0
33,4,1,7,160,-1,0,0
25,5,0,7,173,-1,0,0
52,2,1,7,94,-1,0,0
51,1,1,7,176,-1,0,0
44,4,1,7,74,-1,0,0
35,7,0,7,378,-1,0,0
59,7,0,7,70,-1,0,0
48,5,0,7,294,-1,0,0
51,5,0,7,183,-1,0,0
29,1,1,7,643,-1,0,0
54,7,0,7,203,-1,0,0
48,3,0,7,313,-1,0,0
30,1,1,7,364,-1,0,0
30,4,0,7,171,-1,0,0
34,1,1,7,290,-1,0,0
56,3,0,7,659,-1,0,0
56,6,0,7,77,-1,0,0
40,1,1,7,140,-1,0,0
49,2,0,7,87,-1,0,0
39,1,0,7,176,-1,0,0
38,1,1,7,458,-1,0,0
51,2,1,7,384,-1,0,0
28,1,1,7,174,-1,0,0
45,1,0,7,295,-1,0,0
34,5,1,7,90,-1,0,0
26,1,0,7,206,-1,0,0
36,2,1,7,304,-1,0,0
32,1,0,7,49,-1,0,0
34,5,0,7,181,-1,0,0
49,10,0,7,106,-1,0,0
34,3,0,7,601,-1,0,0
59,8,0,7,113,-1,0,0
35,1,1,7,219,-1,0,0
29,2,0,7,208,-1,0,0
31,5,0,7,359,-1,0,0
51,1,0,7,388,-1,0,0
37,4,0,7,397,-1,0,0
42,5,1,7,431,-1,0,0
51,1,0,7,71,-1,0,0
30,1,0,7,347,-1,0,0
43,3,0,7,977,-1,0,0
49,9,0,7,218,-1,0,0
27,3,0,7,676,-1,0,0
45,3,1,7,74,-1,0,0
27,1,0,7,240,-1,0,0
33,1,0,7,83,-1,0,0
35,3,0,7,247,-1,0,0
52,1,0,7,271,-1,0,0
50,4,0,7,233,-1,0,0
59,10,1,7,425,-1,0,0
33,2,1,7,293,-1,0,0
41,8,1,7,391,-1,0,0
47,7,0,7,432,-1,0,0
46,1,1,7,411,-1,0,0
37,3,0,7,61,-1,0,0
26,3,0,7,359,-1,0,1
32,4,0,7,530,-1,0,0
58,9,0,7,399,-1,0,0
53,2,0,7,328,-1,0,0
39,3,1,7,446,-1,0,0
33,1,1,7,211,-1,0,0
52,10,0,7,266,-1,0,0
31,1,0,7,263,-1,0,0
26,1,0,7,226,-1,0,0
37,1,1,7,231,-1,0,0
35,1,0,7,364,-1,0,0
52,4,0,7,60,-1,0,0
38,2,0,7,171,-1,0,0
50,2,0,7,243,-1,0,0
42,1,1,7,137,-1,0,0
35,2,0,7,593,-1,0,0
58,10,1,7,148,-1,0,0
52,6,0,7,156,-1,0,0
56,2,0,7,246,-1,0,0
31,1,1,7,445,-1,0,0
47,4,1,7,337,-1,0,0
32,2,1,7,1014,-1,0,1
47,1,0,7,399,-1,0,0
32,4,0,7,85,-1,0,0
47,5,1,7,173,-1,0,0
60,6,0,7,10,-1,0,0
35,10,0,7,17,-1,0,0
47,3,0,7,197,-1,0,0
33,1,1,7,1290,-1,0,1
60,12,0,7,297,-1,0,0
51,5,0,7,281,-1,0,0
31,2,0,7,564,-1,0,1
41,1,0,7,193,-1,0,0
37,4,1,7,128,-1,0,0
48,1,0,7,76,-1,0,0
36,1,0,7,39,-1,0,0
44,8,1,7,300,-1,0,0
51,1,1,7,16,-1,0,0
41,1,1,7,20,-1,0,0
49,3,0,7,115,-1,0,0
32,8,1,7,175,-1,0,0
32,10,1,7,90,-1,0,0
40,4,0,7,607,-1,0,0
56,2,1,7,236,-1,0,0
29,2,1,7,150,-1,0,0
50,5,0,7,56,-1,0,0
27,1,0,7,799,-1,0,0
29,4,0,7,372,-1,0,0
49,1,0,7,1439,-1,0,1
38,1,1,7,120,-1,0,0
25,2,0,7,119,-1,0,0
39,1,0,7,130,-1,0,0
27,9,0,7,919,-1,0,1
33,1,1,7,227,-1,0,0
42,2,1,7,497,-1,0,0
56,7,0,7,170,-1,0,0
56,2,1,7,89,-1,0,0
36,4,0,7,185,-1,0,0
42,10,1,7,630,-1,0,0
28,7,1,7,139,-1,0,0
42,3,1,7,196,-1,0,0
50,4,0,7,41,-1,0,0
34,1,1,7,134,-1,0,0
30,1,1,7,1426,-1,0,1
32,5,1,7,121,-1,0,0
41,1,0,7,307,-1,0,0
39,1,0,7,37,-1,0,0
42,1,1,7,75,-1,0,0
41,3,1,7,151,-1,0,0
32,4,1,7,143,-1,0,0
49,8,0,7,317,-1,0,0
52,4,0,7,168,-1,0,0
51,5,1,7,122,-1,0,0
44,2,1,7,67,-1,0,0
39,5,1,7,29,-1,0,0
40,1,0,7,214,-1,0,0
40,2,1,7,347,-1,0,0
54,2,0,7,88,-1,0,0
42,4,1,7,305,-1,0,0
46,4,1,7,111,-1,0,0
48,1,1,7,281,-1,0,0
37,8,1,7,241,-1,0,0
57,2,1,7,185,-1,0,0
35,1,0,7,901,-1,0,1
29,2,1,7,235,-1,0,0
47,2,1,7,144,-1,0,0
30,3,1,7,266,-1,0,0
60,6,0,7,121,-1,0,0
27,5,0,7,162,-1,0,0
55,2,1,7,192,-1,0,0
52,8,0,7,124,-1,0,0
42,7,0,7,108,-1,0,0
28,3,1,7,93,-1,0,0
26,1,1,7,998,-1,0,1
35,1,1,7,1019,-1,0,0
44,1,1,7,73,-1,0,0
38,5,1,7,211,-1,0,0
39,5,1,7,156,-1,0,0
33,5,0,7,119,-1,0,0
28,1,0,7,30,-1,0,0
35,4,1,7,402,-1,0,0
31,1,1,7,371,-1,0,0
56,6,0,7,226,-1,0,0
48,8,0,7,105,-1,0,0
53,3,1,7,218,-1,0,0
54,4,1,7,158,-1,0,0
49,1,0,7,168,-1,0,0
50,1,0,7,387,-1,0,0
32,3,0,7,68,-1,0,0
40,4,1,7,217,-1,0,0
44,2,1,7,183,-1,0,0
34,2,1,7,129,-1,0,0
38,8,1,7,121,-1,0,0
46,3,0,7,41,-1,0,0
30,4,1,7,327,-1,0,0
60,1,0,7,160,-1,0,0
47,4,0,7,89,-1,0,0
47,2,1,7,105,-1,0,0
40,10,1,7,192,-1,0,0
42,1,1,7,272,-1,0,0
39,10,1,7,364,-1,0,0
30,1,1,7,255,-1,0,1
29,5,0,7,90,-1,0,0
38,1,0,7,624,-1,0,0
30,1,0,7,128,-1,0,0
31,10,1,7,81,-1,0,0
56,2,1,7,51,-1,0,0
32,5,1,7,75,-1,0,0
33,4,1,7,384,-1,0,0
54,4,1,7,268,-1,0,0
31,2,1,7,497,-1,0,0
28,1,0,7,165,-1,0,0
57,6,0,7,42,-1,0,0
33,4,1,7,181,-1,0,0
38,3,1,7,234,-1,0,0
59,2,0,7,121,-1,0,0
60,3,0,7,190,-1,0,0
59,6,0,7,298,-1,0,0
57,5,1,7,356,-1,0,0
41,2,1,7,783,-1,0,0
40,7,0,7,228,-1,0,0
43,2,1,7,1102,-1,0,0
39,3,1,7,441,-1,0,0
38,4,1,7,370,-1,0,0
33,1,0,7,489,-1,0,0
50,2,1,7,103,-1,0,0
41,3,0,7,277,-1,0,0
46,1,0,7,154,-1,0,0
35,5,1,7,144,-1,0,0
33,2,1,7,633,-1,0,0
37,1,1,7,214,-1,0,0
31,5,0,7,37,-1,0,0
36,4,1,7,793,-1,0,0
30,4,0,7,473,-1,0,0
37,2,0,7,140,-1,0,0
32,1,1,7,412,-1,0,0
36,1,1,7,455,-1,0,0
36,8,0,7,503,-1,0,0
41,1,0,7,439,-1,0,0
30,2,0,7,152,-1,0,0
30,5,0,7,174,-1,0,0
45,8,1,7,804,-1,0,1
30,3,1,7,179,-1,0,0
34,4,1,7,961,-1,0,1
42,1,1,7,347,-1,0,0
