age,job,education,balance,month,pdays,ifCreatedAccount,housingLoan
35,4,3,0,5,-1,0,0
55,1,1,828,5,-1,0,1
43,1,1,1202,5,-1,0,0
52,3,3,1405,5,-1,0,1
60,1,2,2620,5,-1,0,1
49,3,2,74,5,-1,0,1
58,6,2,1874,5,-1,0,0
29,4,2,396,5,-1,0,1
37,2,3,569,5,-1,0,1
36,1,2,366,5,-1,1,1
37,3,2,428,5,-1,0,1
45,10,1,413,5,-1,0,1
51,4,2,4178,5,-1,0,1
40,2,3,2147,5,-1,0,1
43,1,2,1096,5,-1,0,0
41,4,3,1455,5,-1,0,1
35,3,2,-54,5,-1,0,1
54,2,3,129,5,-1,0,1
36,2,3,722,5,-1,0,1
42,2,3,1767,5,-1,0,1
29,2,3,1671,5,-1,0,1
45,1,2,130,5,-1,0,1
37,2,3,241,5,-1,0,1
36,5,2,-260,5,-1,0,1
45,1,2,1964,5,-1,0,1
38,2,3,12855,5,-1,0,1
50,5,2,992,5,-1,0,1
38,4,2,661,5,-1,0,1
49,4,2,-209,5,-1,0,0
59,6,2,8107,5,-1,0,0
37,2,2,16,5,-1,1,1
46,2,3,583,5,-1,0,1
37,1,2,-510,5,-1,0,1
35,2,3,565,5,-1,1,1
48,4,2,132,5,-1,0,1
48,3,2,0,5,-1,1,0
28,4,2,7707,5,-1,0,1
38,2,3,-974,5,-1,0,1
34,5,2,457,5,-1,0,1
37,1,2,421,5,-1,0,0
41,4,2,2397,5,-1,0,1
36,2,3,1089,5,-1,0,1
42,3,2,-350,5,-1,0,1
54,3,2,814,5,-1,0,1
37,2,2,3167,5,-1,0,1
34,2,3,362,5,-1,0,1
32,1,1,315,5,-1,0,1
31,1,0,-13,5,-1,0,1
27,5,2,437,5,-1,0,1
33,1,1,1002,5,-1,0,1
57,6,3,2528,5,-1,0,1
29,2,3,239,5,-1,0,1
32,5,2,241,5,-1,0,0
51,2,3,986,5,-1,0,0
54,1,2,154,5,-1,0,1
45,3,2,3601,5,-1,0,1
35,2,3,644,5,-1,0,1
38,4,2,19,5,-1,1,1
43,4,3,1440,5,-1,0,1
53,3,2,2647,5,-1,0,1
36,1,1,243,5,-1,0,1
49,4,2,169,5,-1,0,1
39,1,2,160,5,-1,0,1
58,6,1,590,5,-1,0,1
40,5,1,1082,5,-1,1,1
40,2,2,6695,5,-1,0,1
42,9,2,1713,5,-1,1,1
44,2,3,5282,5,-1,0,1
37,5,2,-5,5,-1,0,1
53,3,1,7290,5,-1,0,1
38,3,2,175,5,-1,0,1
36,10,2,419,5,-1,0,1
46,2,3,14481,5,-1,1,1
44,2,3,1379,5,-1,0,1
32,4,2,1974,5,-1,0,1
50,1,1,1290,5,-1,0,1
39,3,3,4660,5,-1,0,0
55,9,1,5,5,-1,0,1
35,1,1,2205,5,-1,0,1
55,2,2,11743,5,-1,0,1
36,1,1,287,5,-1,0,1
32,2,3,132,5,-1,0,1
50,3,2,2062,5,-1,0,0
50,2,3,1158,5,-1,0,1
40,2,3,-199,5,-1,0,1
52,1,1,2144,5,-1,0,1
40,4,2,-105,5,-1,0,1
55,5,0,1210,5,-1,0,1
59,6,2,4414,5,-1,0,1
51,3,2,4924,5,-1,0,1
51,2,2,2632,5,-1,0,0
36,9,3,577,5,-1,0,1
40,4,2,1597,5,-1,0,1
37,7,3,1513,5,-1,0,0
51,1,2,1440,5,-1,0,1
58,7,2,1407,5,-1,0,1
39,3,3,123,5,-1,0,1
26,1,2,2,5,-1,0,1
41,1,2,629,5,-1,0,1
49,3,1,2343,5,-1,0,1
41,8,1,740,5,-1,0,1
41,1,2,438,5,-1,0,1
34,3,2,650,5,-1,0,1
49,3,2,2344,5,-1,0,1
45,4,2,820,5,-1,0,1
41,5,2,96,5,-1,0,1
53,2,3,3911,5,-1,0,1
42,1,2,2441,5,-1,0,1
51,2,3,0,5,-1,0,1
32,1,2,419,5,-1,0,1
47,1,1,176,5,-1,0,1
41,4,2,4539,5,-1,0,0
44,3,2,2403,5,-1,0,1
35,3,3,391,5,-1,0,1
44,4,2,14,5,-1,0,0
42,8,3,287,5,-1,0,1
44,1,1,787,5,-1,0,1
28,1,1,-232,5,-1,0,1
32,1,2,883,5,-1,0,1
44,4,2,734,5,-1,0,1
34,1,1,275,5,-1,0,1
37,3,2,5115,5,-1,0,1
60,4,2,4120,5,-1,0,1
45,5,2,475,5,-1,0,1
27,3,2,7102,5,-1,0,1
24,4,2,1235,5,-1,0,1
35,3,2,5724,5,-1,1,1
52,4,1,321,5,-1,0,1
45,1,2,159,5,-1,0,1
29,5,2,-443,5,-1,0,1
34,3,2,1451,5,-1,1,1
24,3,2,278,5,-1,0,1
41,4,2,-111,5,-1,0,1
37,2,3,614,5,-1,0,1
51,2,3,1267,5,-1,0,1
37,3,2,786,5,-1,0,1
51,2,3,307,5,-1,0,1
29,7,3,121,5,-1,1,1
35,1,2,535,5,-1,0,1
44,3,2,858,5,-1,0,0
27,1,2,1341,5,-1,0,1
43,4,2,25741,5,-1,0,1
32,5,2,-34,5,-1,1,1
51,10,3,3122,5,-1,0,1
44,3,2,561,5,-1,0,1
45,1,1,676,5,-1,0,1
45,3,0,7108,5,-1,0,1
57,3,2,0,5,-1,0,1
46,3,2,49,5,-1,0,1
36,1,2,740,5,-1,0,1
49,2,3,1216,5,-1,0,1
42,1,1,188,5,-1,0,1
51,2,2,614,5,-1,0,1
35,1,1,361,5,-1,0,1
49,2,3,-2049,5,-1,0,1
47,1,2,1794,5,-1,0,1
27,5,3,3021,5,-1,0,1
43,1,1,6614,5,-1,0,0
52,4,1,2255,5,-1,0,1
32,2,3,1589,5,-1,0,1
29,5,2,590,5,-1,0,1
50,9,2,3674,5,-1,1,1
29,7,3,579,5,-1,0,0
39,9,2,356,5,-1,0,1
51,1,2,1374,5,-1,0,1
35,1,2,698,5,-1,1,1
32,4,3,-127,5,-1,0,1
39,2,3,564,5,-1,0,1
43,2,3,690,5,-1,0,1
38,2,3,2548,5,-1,0,1
45,2,3,2022,5,-1,0,0
43,4,2,729,5,-1,0,1
52,2,3,1065,5,-1,0,1
40,4,2,2002,5,-1,0,1
35,11,2,2960,5,-1,0,1
44,1,2,3224,5,-1,0,1
42,4,2,435,5,-1,0,1
29,1,1,200,5,-1,0,1
51,3,2,468,5,-1,0,1
41,10,3,783,5,-1,0,1
54,7,2,12159,5,-1,0,1
42,3,2,3043,5,-1,0,1
45,5,2,482,5,-1,0,1
42,3,2,4791,5,-1,0,1
53,2,3,-601,5,-1,0,1
48,3,0,2005,5,-1,0,1
35,2,3,0,5,-1,0,1
32,4,2,-19,5,-1,0,1
35,2,3,3254,5,-1,0,0
46,1,1,-287,5,-1,0,1
48,5,2,7019,5,-1,0,1
31,3,2,646,5,-1,0,1
28,2,3,0,5,-1,0,1
36,3,2,4136,5,-1,1,1
31,2,3,453,5,-1,0,1
49,7,2,2061,5,-1,0,1
43,2,3,19,5,-1,0,1
53,2,3,1144,5,-1,0,1
35,1,2,-257,5,-1,0,1
31,3,2,342,5,-1,0,1
39,3,0,839,5,-1,0,0
41,5,1,373,5,-1,0,1
56,2,3,-45,5,-1,0,1
37,3,2,1120,5,-1,0,1
37,3,2,-403,5,-1,0,1
31,1,2,-219,5,-1,0,1
51,6,1,752,5,-1,0,1
25,2,0,17,5,-1,0,1
53,5,2,2719,5,-1,0,1
53,1,1,2656,5,-1,1,1
45,3,2,2124,5,-1,0,1
36,2,3,2806,5,-1,0,1
53,3,2,198,5,-1,0,1
32,4,2,305,5,-1,0,1
41,3,2,2990,5,-1,0,1
36,9,3,1316,5,-1,0,1
36,2,3,548,5,-1,0,1
27,5,2,2153,5,-1,0,1
36,4,2,1954,5,-1,0,1
32,3,2,562,5,-1,1,1
47,3,1,12531,5,-1,0,1
51,8,2,0,5,-1,0,0
38,2,3,126,5,-1,0,1
27,1,1,106,5,-1,0,1
41,2,2,2666,5,-1,0,1
49,1,2,366,5,-1,0,1
38,1,1,580,5,-1,0,1
44,3,2,0,5,-1,0,1
36,1,2,429,5,-1,0,1
55,3,2,2760,5,-1,0,1
47,3,2,1387,5,-1,0,1
48,1,2,1841,5,-1,0,1
27,3,2,430,5,-1,0,1
43,8,1,0,5,-1,0,1
40,2,3,402,5,-1,0,1
47,1,0,61,5,-1,0,1
44,3,2,752,5,-1,0,1
26,3,2,174,5,-1,0,1
25,1,2,352,5,-1,0,1
55,4,2,420,5,-1,0,1
38,2,3,49,5,-1,0,0
38,5,2,-762,5,-1,0,1
37,1,1,461,5,-1,0,1
30,1,2,119,5,-1,0,1
44,1,1,314,5,-1,0,1
35,2,3,687,5,-1,0,1
40,1,2,0,5,-1,0,1
30,5,2,-849,5,-1,0,1
23,5,3,363,5,-1,0,1
46,2,3,2904,5,-1,1,1
32,1,2,1484,5,-1,0,1
38,1,2,602,5,-1,0,1
44,3,2,596,5,-1,0,1
33,3,2,268,5,-1,0,1
46,8,2,1375,5,-1,0,1
32,2,3,127,5,-1,0,1
58,1,2,1025,5,-1,0,1
35,1,2,674,5,-1,0,1
50,4,2,692,5,-1,0,1
32,1,2,1036,5,-1,0,1
40,3,2,692,5,-1,0,1
30,3,2,1,5,-1,0,1
31,2,3,-365,5,-1,0,1
57,3,2,16063,5,-1,0,1
26,2,3,1004,5,-1,1,1
36,3,2,1285,5,-1,0,0
35,1,1,2708,5,-1,0,1
50,7,2,-465,5,-1,0,1
41,4,2,8238,5,-1,0,1
58,2,1,320,5,-1,0,1
55,3,2,0,5,-1,0,1
35,3,2,1,5,-1,0,0
27,5,2,271,5,-1,0,1
40,4,2,1538,5,-1,0,1
31,10,2,1,5,-1,0,1
37,4,0,179,5,-1,0,0
51,6,2,343,5,-1,0,1
52,1,1,2439,5,-1,0,1
44,4,2,946,5,-1,0,1
27,2,3,2061,5,-1,0,1
45,8,2,404,5,-1,0,1
54,1,1,-636,5,-1,0,1
23,1,2,1690,5,-1,0,1
59,4,1,2532,5,-1,0,1
41,3,2,568,5,-1,0,1
40,2,1,472,5,-1,0,1
36,1,2,0,5,-1,0,1
42,3,2,1037,5,-1,0,1
37,1,1,157,5,-1,0,1
42,1,2,1958,5,-1,0,1
40,1,1,3693,5,-1,0,1
42,3,2,0,5,-1,0,1
32,1,2,501,5,-1,0,1
23,1,2,5145,5,-1,0,1
31,3,2,1771,5,-1,0,1
43,5,2,192,5,-1,0,1
31,1,1,292,5,-1,0,1
29,5,2,193,5,-1,0,1
51,1,2,1069,5,-1,0,1
25,1,1,155,5,-1,0,1
39,5,2,-189,5,-1,0,1
52,1,0,905,5,-1,0,1
38,3,2,-143,5,-1,0,1
37,7,2,2260,5,-1,0,1
40,2,3,211,5,-1,0,1
46,1,2,324,5,-1,0,1
38,9,2,0,5,-1,0,1
56,4,2,346,5,-1,0,1
55,4,2,139,5,-1,0,1
40,1,1,303,5,-1,0,0
51,2,3,0,5,-1,0,1
33,2,3,-1027,5,-1,0,1
45,3,2,410,5,-1,1,1
55,3,3,264,5,-1,0,1
31,9,1,0,5,-1,1,1
42,1,2,1307,5,-1,0,1
39,1,0,157,5,-1,0,1
35,1,1,3587,5,-1,0,1
32,7,2,1942,5,-1,0,1
27,1,2,5563,5,-1,0,1
29,2,3,0,5,-1,1,1
31,1,2,1533,5,-1,0,1
36,1,2,71,5,-1,0,1
22,1,2,-189,5,-1,0,1
53,8,2,62,5,-1,1,1
37,4,2,-47,5,-1,0,1
52,3,2,137,5,-1,0,1
52,2,3,12,5,-1,0,1
49,5,2,486,5,-1,0,1
35,3,2,1609,5,-1,0,1
27,1,1,-79,5,-1,0,1
48,2,3,7867,5,-1,0,1
39,1,2,123,5,-1,0,1
32,4,2,-540,5,-1,0,1
51,1,1,610,5,-1,0,1
47,1,1,1092,5,-1,0,0
59,2,3,266,5,-1,0,1
41,1,1,0,5,-1,0,1
50,1,2,2641,5,-1,0,1
55,2,3,1267,5,-1,0,1
26,10,2,229,5,-1,0,1
53,1,2,1103,5,-1,0,1
36,2,3,2609,5,-1,0,1
54,1,2,3782,5,-1,0,1
39,2,3,568,5,-1,0,1
40,1,1,68,5,-1,0,1
36,2,2,80,5,-1,0,1
32,4,2,-417,5,-1,0,0
37,3,2,2544,5,-1,0,1
54,1,2,5210,5,-1,0,1
34,1,1,905,5,-1,0,1
27,1,1,416,5,-1,1,1
35,1,3,573,5,-1,0,0
37,4,2,0,5,-1,0,1
41,1,2,304,5,-1,0,1
38,7,2,-10,6,-1,0,0
49,3,2,6312,6,-1,0,1
59,2,1,396,6,-1,0,1
44,5,2,26,6,-1,0,1
37,2,3,34,6,-1,0,1
34,1,1,147,6,-1,0,1
58,6,2,25,6,-1,0,1
39,1,2,280,6,-1,0,1
40,3,2,335,6,-1,0,1
33,3,2,1994,6,-1,0,1
43,4,2,777,6,-1,0,1
43,8,2,641,6,-1,0,1
36,2,3,-559,6,-1,0,1
31,4,2,17,6,-1,0,1
41,5,2,-141,6,-1,0,1
47,5,1,1095,6,-1,0,0
39,2,3,177,6,-1,0,1
56,1,1,186,6,-1,0,1
50,2,3,332,6,-1,0,1
42,4,3,519,6,-1,0,1
48,5,1,-583,6,-1,0,1
29,3,2,1097,6,-1,0,1
37,1,1,89,6,-1,0,1
31,3,3,-167,6,-1,0,1
50,1,2,571,6,-1,0,1
36,2,3,596,6,-1,0,1
27,1,2,535,6,-1,0,1
55,3,2,3339,6,-1,0,1
39,2,3,2193,6,-1,0,1
48,4,2,771,6,-1,0,1
49,3,2,-757,6,-1,0,1
30,2,2,308,6,-1,0,1
53,1,1,256,6,-1,0,1
31,3,3,3729,6,-1,0,1
43,4,2,15511,6,-1,0,1
43,2,2,1029,6,-1,0,1
48,1,1,323,6,-1,0,0
44,8,3,307,6,-1,0,1
39,3,2,1965,6,-1,0,1
29,8,2,291,6,-1,0,1
46,1,1,938,6,-1,0,1
39,2,3,756,6,-1,0,1
53,1,1,1942,6,-1,0,1
40,4,2,2378,6,-1,0,1
52,1,2,0,6,-1,0,0
48,2,3,5041,6,-1,0,1
50,2,2,628,6,-1,0,0
49,7,2,294,6,-1,0,1
34,1,2,516,6,-1,0,1
33,3,2,-244,6,-1,0,1
39,2,3,22,6,-1,0,1
49,8,3,18904,6,-1,0,1
40,1,1,540,6,-1,0,1
38,3,2,615,6,-1,0,1
24,2,2,86,6,-1,0,0
39,1,2,4143,6,-1,0,1
32,1,2,14,6,-1,0,1
39,2,3,2763,6,-1,1,1
31,1,2,0,6,-1,0,1
34,4,1,239,6,-1,0,1
36,5,2,2984,6,-1,1,1
46,1,2,3696,6,-1,0,1
59,6,3,4,6,-1,0,1
32,2,2,249,6,-1,0,1
41,1,1,143,6,-1,1,1
31,1,2,191,6,-1,0,1
31,1,2,1358,6,-1,0,1
32,2,0,3044,6,-1,0,1
38,1,2,4,6,-1,0,1
36,7,3,3560,6,-1,0,0
45,3,2,1309,6,-1,0,1
35,4,2,-488,6,-1,0,1
35,5,2,440,6,-1,0,1
44,5,2,808,6,-1,0,1
39,4,2,2854,6,-1,0,1
36,1,1,1244,6,-1,0,1
34,3,3,691,6,-1,0,1
36,5,1,0,6,-1,1,1
38,8,2,3249,6,-1,0,1
45,5,2,759,6,-1,0,1
29,2,3,144,6,-1,0,1
39,5,2,892,6,-1,0,1
32,5,2,109,6,-1,0,1
35,10,3,608,6,-1,0,1
51,4,2,1415,6,-1,0,1
35,1,2,314,6,-1,0,1
57,6,1,-1480,6,-1,0,1
32,3,2,0,6,-1,0,0
34,4,2,3487,6,-1,0,1
32,8,1,56,6,-1,0,0
33,3,2,374,6,-1,0,1
38,1,1,451,6,-1,0,1
37,5,2,741,6,-1,0,1
31,9,2,8,6,-1,0,1
55,6,2,3948,6,-1,0,0
33,1,2,231,6,-1,0,1
31,1,1,859,6,-1,0,1
39,1,1,1802,6,-1,0,1
31,1,1,298,6,-1,0,1
42,3,2,3472,6,-1,0,1
28,4,2,1076,6,-1,0,1
30,2,3,732,6,-1,0,1
33,2,2,1897,6,-1,0,1
50,1,2,1985,6,-1,0,1
36,1,1,1861,6,-1,0,1
32,2,3,3237,6,-1,0,1
36,3,2,1614,6,-1,0,1
31,1,2,-45,6,-1,0,1
33,5,2,847,6,-1,0,1
35,2,2,1825,6,-1,0,1
29,3,2,493,6,-1,0,1
35,1,2,80,6,-1,0,1
27,7,3,1237,6,-1,0,1
31,1,2,3659,6,-1,0,0
32,2,3,1834,6,-1,0,1
44,8,2,-143,6,-1,0,1
30,1,2,360,6,-1,0,1
35,3,3,1104,6,-1,0,1
38,1,1,522,6,-1,0,1
38,1,1,6843,6,-1,0,0
37,9,2,756,6,-1,0,1
39,2,3,1682,6,-1,0,1
38,2,3,900,6,-1,0,1
36,1,2,426,6,-1,0,1
51,2,3,6,6,-1,0,0
32,3,2,696,6,-1,1,1
32,1,1,2507,6,-1,0,1
35,5,2,152,6,-1,1,1
31,8,3,247,6,-1,0,1
31,4,3,7505,6,-1,0,1
31,1,2,4415,6,-1,0,1
30,1,1,4,6,-1,0,1
33,2,3,0,6,-1,0,1
31,2,3,1475,6,-1,0,1
34,1,1,-20,6,-1,0,1
37,1,1,3574,6,-1,0,1
31,4,2,717,6,-1,0,1
30,3,2,518,6,-1,0,1
37,1,1,1720,6,-1,0,1
35,5,2,5029,6,-1,0,1
33,1,2,395,6,-1,0,1
33,1,1,3868,6,-1,0,1
31,1,2,334,6,-1,0,1
30,7,3,578,6,-1,0,1
37,3,2,410,6,-1,0,1
35,2,3,0,6,-1,0,1
33,3,2,77,6,-1,0,1
41,1,2,114,6,-1,0,1
46,5,2,4780,6,-1,0,1
34,2,3,0,6,-1,0,1
38,1,2,502,6,-1,0,1
41,5,2,1027,6,-1,0,1
30,1,2,579,6,-1,0,1
60,7,2,312,6,-1,0,1
33,2,3,166,6,-1,0,1
55,1,1,1187,6,-1,0,1
32,3,2,1242,6,-1,0,1
31,3,3,15,6,-1,0,0
34,7,3,72,6,-1,0,1
37,1,2,489,6,-1,0,1
35,4,2,1098,6,-1,0,1
40,3,2,34,6,-1,0,1
32,3,3,257,6,-1,0,1
60,6,3,-79,6,-1,0,1
31,2,3,684,6,-1,0,1
33,5,2,109,6,-1,0,1
37,1,2,3561,6,-1,0,1
56,6,2,-1,6,-1,0,1
29,4,2,2768,6,-1,0,1
42,1,2,-21,6,-1,0,0
32,3,2,-399,6,-1,0,1
61,6,1,-156,6,-1,0,1
42,1,2,-755,6,-1,0,1
40,5,2,-80,6,-1,0,1
31,3,3,932,6,-1,0,1
34,1,2,-304,6,-1,0,1
30,4,2,667,6,-1,0,1
34,7,1,712,6,-1,0,1
35,1,2,1088,6,-1,0,1
27,5,2,1,6,-1,0,1
53,7,3,1907,6,-1,0,1
29,4,2,315,6,-1,0,1
36,2,3,-78,6,-1,1,1
26,1,2,539,6,-1,0,1
35,2,3,1193,6,-1,0,1
33,1,2,213,6,-1,0,1
44,4,2,238,6,-1,0,1
34,1,2,336,6,-1,0,1
30,11,0,809,6,-1,0,0
60,8,2,2525,6,-1,0,1
32,10,3,10,6,-1,0,1
59,4,2,3304,6,-1,0,1
40,1,1,98,6,-1,0,1
34,3,2,399,6,-1,0,1
31,4,2,-581,6,-1,0,1
52,2,2,218,6,-1,0,1
52,4,2,101,6,-1,0,1
44,3,2,0,6,-1,0,0
39,2,3,0,6,-1,0,1
34,4,2,287,6,-1,0,1
50,3,2,669,6,-1,0,1
26,5,2,1050,6,-1,0,1
35,3,2,1707,6,-1,0,1
35,2,3,867,6,-1,1,1
35,1,2,26,6,-1,0,1
35,1,2,-41,6,-1,0,1
36,1,1,117,6,-1,0,1
40,2,3,1734,6,-1,0,1
24,1,1,147,6,-1,0,1
25,5,2,229,6,-1,0,1
30,1,2,99,6,-1,0,1
31,1,2,0,6,-1,0,0
52,1,2,185,6,-1,0,1
34,2,3,986,6,-1,0,1
50,3,2,0,6,-1,0,1
38,1,2,577,6,-1,0,1
34,9,3,75,6,-1,0,1
30,3,3,-111,6,-1,0,0
30,3,2,854,6,-1,0,1
34,5,2,798,6,-1,0,1
37,5,2,580,6,-1,0,1
54,1,1,2227,6,-1,0,1
35,1,2,4731,6,-1,0,1
36,3,2,-435,6,-1,0,1
26,3,2,351,6,-1,0,1
34,1,2,8558,6,-1,0,1
43,4,2,6220,6,-1,0,1
52,2,3,19797,6,-1,0,1
35,2,3,1632,6,-1,0,1
30,1,2,953,6,-1,1,1
41,1,2,795,6,-1,0,1
34,3,2,264,6,-1,0,0
43,1,1,-234,6,-1,0,1
29,1,2,80,6,-1,0,1
47,2,2,1208,6,-1,0,1
39,3,2,122,6,-1,0,1
39,1,1,2715,6,-1,0,1
48,4,2,749,6,-1,0,1
31,1,2,1529,6,-1,0,1
57,6,2,12917,6,-1,0,1
50,2,3,5164,6,-1,0,1
34,1,2,1780,6,-1,0,1
34,5,2,-96,6,-1,0,1
36,8,3,0,6,-1,0,0
38,2,3,-239,6,-1,0,1
32,3,2,381,6,-1,0,1
53,6,2,-686,6,-1,0,0
46,4,2,13,6,-1,0,0
30,3,2,173,6,-1,0,1
35,1,2,-37,6,-1,0,1
49,1,1,1032,6,-1,0,1
39,4,2,2040,6,-1,0,1
40,4,2,2550,6,-1,0,1
38,3,2,2990,6,-1,0,1
47,2,3,60,6,-1,0,0
45,1,1,6,6,-1,0,1
42,1,2,443,6,-1,1,1
41,3,2,1680,6,-1,0,1
46,3,2,-59,6,-1,0,1
48,8,2,2247,6,-1,0,1
40,4,2,90,6,-1,0,1
42,3,2,-1129,6,-1,1,1
35,1,2,1949,6,-1,0,1
40,4,0,358,6,-1,0,1
41,3,2,0,6,-1,0,0
34,2,3,1267,6,-1,0,1
35,5,3,0,6,-1,0,1
45,5,2,75,6,-1,0,1
47,3,1,1375,6,-1,0,1
44,1,1,3433,6,-1,0,1
45,7,2,976,6,-1,0,1
30,5,2,603,6,-1,0,1
34,3,1,926,6,-1,0,1
28,1,1,8263,6,-1,0,1
40,5,1,1937,6,-1,0,1
58,7,3,3,6,-1,0,1
44,1,1,417,6,-1,0,1
35,2,3,1273,6,-1,0,1
35,1,2,98,6,-1,0,1
31,1,2,-282,6,-1,0,1
35,1,1,456,6,-1,0,1
38,4,1,0,6,-1,0,1
29,4,2,301,6,-1,0,1
36,2,3,4543,6,-1,0,1
35,5,2,257,6,-1,0,1
32,1,2,35,6,-1,0,1
33,5,2,245,6,-1,0,1
33,2,3,21096,6,-1,0,1
28,5,2,3019,6,-1,0,0
38,1,1,-537,6,-1,0,1
44,1,1,-119,6,-1,0,1
39,3,2,-295,6,-1,0,1
53,2,3,6525,6,-1,0,1
30,1,2,171,6,-1,0,1
28,1,1,-511,6,-1,0,1
26,3,2,2610,6,-1,0,1
48,9,1,1849,6,-1,0,1
58,6,3,2084,6,-1,0,1
33,4,2,471,6,-1,0,1
29,3,3,2998,6,-1,0,0
42,2,0,342,6,-1,0,1
45,1,1,816,6,-1,0,1
28,2,3,6321,6,-1,0,1
54,7,1,277,6,-1,0,1
46,3,2,-205,6,-1,0,1
29,1,2,1492,6,-1,0,1
59,1,2,475,6,-1,0,1
34,2,2,1105,6,-1,0,1
36,1,2,63,6,-1,0,1
33,4,2,0,6,-1,0,1
32,1,1,415,6,-1,1,1
35,1,2,53,6,-1,0,1
45,5,2,-158,6,-1,0,1
53,1,2,-711,6,-1,0,1
39,3,3,2617,6,-1,0,1
38,10,2,113,6,-1,0,1
32,1,2,-691,6,-1,0,1
42,3,2,-887,6,-1,0,0
30,1,2,194,6,-1,0,1
31,1,1,2198,6,-1,0,0
31,3,2,1170,6,-1,0,1
41,1,1,1905,6,-1,0,1
35,5,2,532,6,-1,0,1
40,1,1,2635,6,-1,0,1
49,5,2,180,6,-1,0,1
31,3,2,4040,6,-1,0,1
32,1,1,2,6,-1,0,1
58,3,2,2073,6,-1,0,0
32,1,2,0,6,-1,0,1
42,8,2,-480,6,-1,0,1
39,10,2,4136,6,-1,0,1
36,1,2,-2,6,-1,0,0
42,1,2,4,6,-1,0,1
27,3,2,1,6,-1,0,1
35,2,3,2387,6,-1,0,1
38,1,1,1495,6,-1,0,1
31,4,3,-218,6,-1,0,1
31,1,2,-617,6,-1,0,1
30,9,2,500,6,-1,0,1
33,3,3,2364,6,-1,0,1
35,5,2,456,6,-1,0,1
51,1,0,0,6,-1,0,0
47,4,1,68,6,-1,0,1
36,2,3,5195,6,-1,0,1
34,1,1,1090,6,-1,0,1
37,4,2,673,6,-1,0,1
40,8,0,2418,6,-1,0,1
33,4,1,1416,6,-1,0,1
35,1,1,828,6,-1,0,0
58,6,2,1604,6,-1,0,1
28,4,3,1540,6,-1,0,1
36,2,3,0,6,-1,0,1
41,4,2,-18,6,-1,0,1
41,4,2,-106,6,-1,0,1
43,2,3,1,6,-1,0,1
59,1,2,104,6,-1,0,1
43,2,0,498,6,-1,0,1
43,1,1,7343,6,-1,0,1
50,1,1,33,6,-1,0,1
58,4,2,3496,6,-1,0,1
39,1,1,592,6,-1,0,1
55,9,2,1108,6,-1,0,1
44,1,2,-292,6,-1,0,1
35,3,2,1708,6,-1,0,1
48,1,1,235,6,-1,0,1
37,1,0,-1050,6,-1,0,1
31,4,2,2398,6,-1,0,1
33,3,3,5234,6,-1,0,0
37,1,2,954,6,-1,0,1
33,11,3,3404,6,-1,0,1
23,1,2,27,6,-1,0,1
33,1,2,6285,6,-1,0,1
49,1,1,355,6,-1,0,1
51,8,2,0,6,-1,0,1
43,1,2,4309,6,-1,0,1
49,2,3,696,6,-1,0,1
39,5,2,-718,6,-1,0,1
38,1,1,-854,6,-1,0,1
42,2,2,12282,6,-1,0,1
29,2,2,0,6,-1,0,1
31,1,2,-575,6,-1,0,1
39,2,1,13,6,-1,0,0
42,4,2,6445,6,-1,0,1
40,9,2,1960,6,-1,1,1
42,1,2,130,6,-1,0,0
52,3,2,930,6,-1,0,1
28,1,2,5149,6,-1,0,1
29,1,2,260,6,-1,1,1
44,2,3,-411,6,-1,1,1
23,5,2,342,6,-1,0,1
35,2,3,2529,6,-1,0,1
41,5,3,412,6,-1,0,1
60,3,2,11615,6,-1,0,1
37,4,2,-165,6,-1,0,1
36,2,3,3139,6,-1,0,0
31,3,2,674,6,-1,0,1
39,1,1,-360,6,-1,0,1
46,5,1,43,6,-1,0,1
30,8,2,265,6,-1,0,1
45,4,2,-121,6,-1,0,1
47,5,2,344,6,-1,0,1
54,4,2,2423,6,-1,0,0
51,3,2,1186,6,-1,0,1
31,4,2,7634,6,-1,0,1
36,2,3,0,6,-1,0,1
31,1,2,-446,6,-1,0,0
39,1,2,277,6,-1,0,1
38,1,2,648,6,-1,0,1
49,4,2,-1193,6,-1,0,1
58,2,3,107,6,-1,0,1
28,5,2,468,6,-1,0,1
43,1,1,-872,6,-1,0,1
55,5,2,1695,6,-1,0,1
31,3,2,-292,6,-1,0,1
52,1,1,196,6,-1,0,1
35,3,3,914,6,-1,0,0
41,4,2,734,6,-1,0,1
25,4,2,120,6,-1,0,1
37,2,3,1125,6,-1,0,1
31,3,3,1166,6,-1,0,1
34,1,2,13683,6,-1,0,1
32,5,2,-790,6,-1,0,1
46,3,2,231,6,-1,0,1
30,4,2,3809,6,-1,0,1
42,2,3,255,6,-1,0,1
33,5,2,34,6,-1,0,1
32,3,2,1279,6,-1,1,1
38,2,3,-562,6,-1,0,1
30,4,2,-938,6,-1,0,1
29,3,3,2893,6,-1,0,1
43,1,1,-120,6,-1,0,1
41,1,2,-256,6,-1,0,1
30,9,2,-306,6,-1,0,1
42,3,0,344,6,-1,0,1
37,3,2,1772,6,-1,0,0
31,9,2,86,6,-1,1,1
26,5,2,92,6,-1,0,1
25,1,2,2096,6,-1,0,1
51,2,3,1355,6,-1,0,1
30,3,2,418,6,-1,0,1
30,4,2,457,6,-1,0,1
28,4,2,1323,6,-1,0,1
27,2,3,450,6,-1,0,1
