job,education,default,balance,loan,month,ifCreatedAccount
4,2,0,1939,0,5,0
1,2,0,2237,0,5,0
6,2,0,32948,0,5,0
1,2,0,765,0,5,0
3,3,0,1403,0,5,0
7,3,0,451,0,5,0
7,2,0,6174,1,5,0
1,1,0,984,0,5,0
2,1,0,1910,0,5,0
3,2,0,72,0,5,0
1,2,0,249,0,5,1
1,2,0,-972,0,5,0
3,2,0,-939,0,5,0
1,1,0,436,0,5,0
4,2,0,451,1,5,0
1,2,0,11953,1,5,0
4,3,0,3672,0,5,0
1,2,0,176,0,5,0
7,2,0,0,0,5,0
3,2,0,0,0,5,0
4,2,0,1504,0,5,0
1,2,0,722,0,5,0
3,2,0,1269,0,5,0
4,3,0,118,0,5,0
1,2,0,1017,0,5,0
1,1,0,551,0,5,0
5,2,0,0,0,5,0
12,0,0,209,0,5,0
3,2,0,841,0,5,0
5,2,0,1099,0,5,0
2,3,0,505,1,5,0
7,2,0,0,0,5,0
5,2,0,-178,1,5,0
3,3,0,538,0,5,0
1,2,0,2523,0,5,0
5,2,0,744,0,5,0
7,2,0,-488,0,5,0
9,2,0,3354,0,5,1
5,2,0,187,0,5,0
2,3,0,832,1,5,0
3,2,0,2079,1,5,0
3,2,0,1301,0,5,0
3,3,0,77,0,5,0
3,2,0,1072,1,5,0
1,0,0,15578,0,5,0
1,2,0,809,1,5,0
3,2,0,13761,0,5,0
1,2,0,790,0,5,0
9,2,0,4497,0,5,0
5,2,0,-456,0,5,0
2,1,0,1749,0,5,0
2,3,0,537,0,5,0
2,3,0,1474,1,5,0
5,2,0,1545,0,5,0
1,2,0,776,0,5,0
3,2,0,1286,1,5,0
3,3,0,285,1,5,0
1,1,1,-1489,1,5,0
3,2,0,806,0,5,0
4,0,0,297,0,5,0
3,1,0,340,0,5,0
3,3,0,130,0,5,0
3,2,0,1307,0,5,0
1,2,0,6491,0,5,0
1,2,0,2137,0,5,0
5,2,0,611,0,5,0
3,2,0,2402,0,5,0
2,2,0,2608,0,5,0
5,3,0,285,1,5,0
3,2,0,59,0,5,0
6,2,0,1052,0,5,0
2,3,0,1177,0,5,0
2,2,0,689,0,5,0
9,2,0,351,1,5,0
1,1,0,-388,0,5,0
3,2,0,22755,0,5,0
2,3,1,-625,0,5,0
3,2,0,1270,0,5,0
5,2,0,699,0,5,0
4,2,0,0,1,5,0
1,0,0,10287,0,5,0
2,3,0,0,1,5,0
1,1,0,180,1,5,0
7,1,0,185,0,5,0
1,2,0,439,0,5,0
1,1,0,10045,0,5,0
7,0,0,6,0,5,0
1,2,0,5241,0,5,0
1,2,0,0,0,5,1
3,3,0,816,1,5,0
3,2,0,3,0,5,0
3,2,0,2099,1,5,0
1,0,0,100,0,5,0
3,2,0,7098,0,5,0
4,2,0,266,0,5,0
1,2,0,7985,0,5,0
1,2,0,812,0,5,0
1,0,0,961,0,5,0
3,0,0,9687,0,5,0
9,1,0,551,0,5,0
1,2,1,-16,0,5,0
3,3,0,8,0,5,0
5,2,0,918,0,5,0
5,2,0,-49,0,5,0
4,1,0,1032,0,5,0
3,2,0,8254,0,5,0
5,1,0,91,0,5,0
5,2,0,250,0,5,0
5,1,0,1132,0,5,0
3,2,0,1466,0,5,0
8,0,0,-57,0,5,0
3,2,0,822,1,5,0
2,3,0,2452,0,5,0
7,1,0,235,0,5,0
3,3,0,8839,0,5,0
1,1,0,1127,0,5,0
5,2,0,1736,0,5,0
3,2,0,295,0,5,0
5,2,0,931,0,5,0
5,2,0,2798,0,5,0
4,2,0,2345,0,5,0
1,2,0,-141,1,5,0
1,2,0,-353,1,5,0
1,2,0,628,0,5,0
1,1,0,490,0,5,0
5,2,0,218,0,5,0
1,1,0,3170,0,5,0
3,2,0,589,0,5,1
5,2,0,28,1,5,0
2,3,0,6450,0,5,0
3,2,0,2715,0,5,0
3,2,0,1,0,5,0
4,2,0,3049,1,5,0
2,2,0,27,0,5,0
7,2,0,3670,0,5,0
3,2,0,2497,0,5,0
4,2,0,-762,0,5,0
1,1,0,414,0,5,0
5,2,0,361,0,5,0
1,2,0,672,0,5,0
1,2,0,959,0,5,0
1,2,0,-416,0,5,0
5,1,0,5737,0,5,0
4,1,0,895,0,5,0
1,1,0,-413,0,5,0
2,0,0,914,0,5,0
1,0,0,1202,0,5,0
1,1,0,0,0,5,0
5,0,0,5801,0,5,0
3,2,0,799,1,5,0
3,2,0,5342,0,5,0
1,1,0,943,0,5,0
2,3,0,455,1,5,0
4,2,0,340,0,5,0
1,2,0,5310,0,5,0
3,2,0,556,0,5,0
4,2,0,-261,0,5,0
1,1,0,481,0,5,0
4,2,0,2015,0,5,0
1,2,0,691,0,5,0
4,2,0,1544,0,5,0
1,2,0,219,1,5,0
4,3,0,828,0,5,0
4,2,0,356,0,5,0
2,3,0,195,0,5,0
2,3,0,2076,0,5,0
5,2,0,2399,0,5,0
2,2,0,0,0,5,0
1,2,0,1731,1,5,0
2,2,0,97,0,5,0
1,1,0,127,0,5,1
2,3,0,0,0,5,0
1,2,0,0,1,5,0
5,2,0,1788,0,5,0
4,2,0,1365,0,5,0
2,2,0,1,0,5,0
9,2,0,2940,0,5,0
2,3,0,-1485,0,5,0
2,3,0,8794,0,5,0
1,2,0,239,0,5,0
2,3,0,12956,0,5,1
2,2,0,367,0,5,0
4,2,0,869,0,5,0
1,2,0,1778,0,5,0
8,1,0,3112,0,5,0
3,1,0,4585,0,5,0
4,2,0,223,0,5,0
11,3,0,254,0,5,0
1,1,0,219,0,5,0
3,3,0,1900,0,5,0
1,2,0,885,0,5,0
2,3,0,-1312,1,5,0
3,2,0,1294,0,5,0
3,0,0,1268,1,5,0
4,2,0,873,0,5,1
1,2,0,11,0,5,0
4,2,0,3350,1,5,0
5,2,0,-116,0,5,0
5,2,0,2457,0,5,0
2,3,0,612,0,5,0
1,2,0,7712,1,5,0
1,0,0,1123,0,5,0
2,3,0,856,1,5,0
1,1,0,19,0,5,0
2,2,0,3348,0,5,0
2,3,0,21,0,5,0
3,2,0,256,0,5,0
2,3,0,500,0,5,0
3,3,0,16992,0,5,0
4,2,0,2931,0,5,0
3,2,0,3032,0,5,0
1,0,0,12,0,5,0
11,2,0,2530,0,5,0
12,2,0,646,0,5,0
4,2,0,45,0,5,0
3,2,0,1180,0,5,0
1,1,0,498,0,5,0
2,3,0,738,1,5,0
3,1,0,675,0,5,0
2,3,0,581,0,5,0
8,3,0,1065,1,5,0
4,2,0,10,1,5,0
1,1,0,1491,0,5,0
2,3,0,-151,0,5,0
1,1,0,179,0,5,0
1,1,0,594,0,5,1
3,2,0,381,0,5,0
2,3,0,2488,0,5,0
3,2,0,222,0,5,0
1,1,0,-252,0,5,0
2,3,0,870,0,5,0
4,1,0,429,0,5,0
11,2,0,1093,0,5,0
1,1,0,684,0,5,0
8,2,0,0,1,5,0
1,2,0,747,0,5,0
2,3,0,623,0,5,0
1,1,0,1131,0,5,0
2,3,0,1550,0,5,0
2,3,0,1929,0,5,0
10,3,0,9767,0,5,0
3,2,0,963,0,5,0
5,1,0,92,1,5,0
10,3,0,795,0,5,0
1,1,0,3283,0,5,0
3,2,0,-158,0,5,0
5,2,0,0,0,5,0
2,3,0,891,0,5,0
3,2,0,1844,0,5,0
1,2,0,94,0,5,0
2,3,0,-113,0,5,0
1,2,0,0,0,5,0
3,3,0,472,0,5,0
1,0,0,976,0,5,0
1,1,0,233,0,5,0
1,2,0,807,0,5,0
4,2,0,142,1,5,0
2,3,0,1731,1,5,0
6,2,0,2749,1,5,0
2,3,1,-3372,0,5,0
1,2,0,100,0,5,0
3,2,0,149,0,5,0
6,1,0,53,0,5,0
1,1,0,5788,0,5,0
4,2,0,99,0,5,0
1,2,0,90,0,5,0
5,2,0,6332,0,5,0
1,2,0,1429,0,5,0
2,2,0,835,0,5,0
1,1,0,-169,1,5,0
4,2,1,0,0,5,0
11,3,0,479,0,5,0
4,2,0,869,0,5,0
1,2,0,0,1,5,0
1,2,0,-125,0,5,0
1,2,0,522,0,5,0
3,2,0,404,0,5,0
2,3,0,524,1,5,0
2,3,0,0,0,5,0
3,2,0,-276,0,5,0
2,3,0,107,0,5,0
1,1,0,1798,0,5,0
2,3,0,457,0,5,0
2,3,0,1086,0,5,0
2,3,0,4265,0,5,0
4,2,0,5244,0,5,0
4,2,0,0,0,5,0
1,2,0,0,0,5,0
1,2,0,762,0,5,0
1,2,0,51,0,5,0
9,2,0,32,0,5,0
3,2,0,2,0,5,0
4,3,0,960,0,5,0
3,2,0,211,1,5,0
4,2,0,0,1,5,0
3,1,0,3163,0,5,0
10,2,0,1041,0,5,0
1,1,0,714,0,5,0
5,2,0,705,0,5,0
1,1,0,1053,0,5,0
2,3,0,1366,0,5,0
1,0,0,1171,0,5,0
6,2,0,9976,0,5,0
1,2,0,-20,0,5,1
9,2,0,285,0,5,0
1,1,0,844,0,5,0
2,3,0,4692,0,5,1
1,2,0,205,1,5,0
1,2,0,298,0,5,0
5,2,0,203,0,5,0
1,1,0,1031,0,5,1
3,2,0,-235,1,5,0
4,1,0,629,0,5,0
1,2,0,125,0,5,0
1,1,0,95,0,5,0
1,0,0,2201,0,5,0
2,3,0,406,0,5,0
1,2,0,0,0,5,0
3,2,0,357,0,5,0
1,1,0,0,0,5,0
1,2,0,271,0,5,0
2,2,0,1576,1,5,0
1,2,0,0,0,5,0
5,2,0,88,1,5,0
3,2,0,4299,0,5,0
1,1,0,287,0,5,0
1,2,0,486,0,5,1
1,1,0,1593,0,5,1
1,2,0,1852,0,5,0
5,2,0,63,0,5,0
1,2,0,17,0,5,0
2,3,0,1689,0,5,0
1,2,0,0,0,5,0
4,2,0,-181,1,5,0
3,2,0,2527,1,5,0
1,2,0,544,0,5,0
5,2,0,795,0,5,0
3,2,0,3499,0,5,0
1,2,0,1253,0,5,0
7,3,0,-81,0,5,0
1,2,0,196,0,5,0
1,2,0,1100,0,5,0
1,1,0,425,0,5,0
1,1,0,17,0,5,0
5,2,0,222,0,5,0
5,2,0,496,1,5,0
2,3,0,6836,0,5,0
5,3,0,3516,0,5,0
1,1,1,-1168,0,5,0
1,1,0,-502,0,5,0
1,1,0,163,0,5,0
2,3,0,3087,0,5,0
1,2,0,3610,0,5,0
1,2,0,1298,0,5,0
2,3,0,3886,1,5,0
1,2,0,-431,0,5,0
1,1,0,172,0,5,0
8,1,0,171,0,5,0
1,0,0,6251,0,5,0
2,3,0,385,0,5,0
5,2,0,561,0,5,0
11,3,0,2764,0,5,0
5,2,0,1600,1,5,0
3,2,0,1345,0,5,0
3,2,0,378,0,5,0
1,1,0,-476,0,5,0
1,0,1,-715,0,5,0
1,2,0,2885,0,5,0
1,1,0,476,0,5,0
4,2,0,2501,0,5,0
11,2,0,7,0,5,0
1,1,0,331,0,5,0
5,2,0,1785,0,5,0
8,1,0,1757,0,5,0
1,2,0,604,0,5,0
2,3,0,1732,0,5,0
2,2,0,1898,1,5,0
5,2,0,1959,0,5,0
1,1,0,949,0,5,0
7,3,0,601,0,5,0
3,3,0,11804,0,5,0
1,1,0,548,1,5,0
1,1,0,563,0,5,0
1,2,0,471,0,5,0
3,2,0,490,0,5,0
2,2,0,428,0,5,0
7,1,0,1226,0,5,0
10,3,0,5669,0,5,0
2,3,0,923,0,5,0
2,3,0,7606,0,5,1
3,2,0,864,0,5,0
5,2,1,-599,1,5,0
8,2,0,473,1,5,0
8,1,0,237,1,5,0
1,2,0,-338,0,5,0
9,1,0,757,0,5,0
1,0,0,-442,0,5,0
3,2,0,1255,0,5,0
11,2,0,1790,0,5,0
1,2,0,68,0,5,0
5,2,0,-389,0,5,0
3,2,0,5637,0,5,1
4,2,0,1807,1,5,0
5,2,0,0,0,5,0
2,1,0,3629,0,5,0
2,3,0,2440,0,5,0
4,2,0,1854,0,5,0
1,2,0,931,0,5,0
2,3,0,146,0,5,0
2,3,0,11528,0,5,0
3,3,0,0,0,5,0
1,1,0,293,0,5,0
6,2,0,987,0,5,0
5,0,0,1877,0,5,0
1,2,0,685,0,5,0
2,3,0,4425,0,5,0
1,1,0,-430,0,5,0
8,3,0,512,0,5,0
1,1,0,410,0,5,0
7,3,0,3950,0,5,0
1,2,0,1559,0,5,0
8,3,0,267,0,5,0
4,2,0,840,0,5,0
1,1,0,713,0,5,0
1,1,0,882,0,5,0
1,1,0,130,0,5,0
5,2,0,1659,0,5,0
7,3,0,3246,0,5,0
1,1,0,30,0,5,0
3,2,0,-28,1,5,0
1,2,0,52,0,5,0
1,0,0,818,0,5,0
3,3,0,686,0,5,0
2,3,0,2909,0,5,0
3,2,0,1093,0,5,0
2,2,0,1607,0,5,0
3,2,0,226,0,5,1
2,3,0,-65,0,5,0
2,3,0,4,0,5,0
2,2,0,1034,0,5,0
1,2,0,-63,0,5,0
1,2,0,737,0,5,0
9,2,0,8131,0,5,0
5,3,0,0,0,5,0
2,3,0,0,0,5,0
5,2,0,1227,1,5,0
5,2,0,508,0,5,0
1,2,0,-147,0,5,0
4,3,0,0,0,5,0
1,1,0,828,0,5,0
1,1,1,1202,0,5,0
3,3,0,1405,1,5,0
1,2,0,2620,0,5,0
3,2,0,74,0,5,0
6,2,0,1874,0,5,0
4,2,0,396,0,5,0
2,3,0,569,0,5,0
1,2,0,366,1,5,1
3,2,0,428,0,5,0
10,1,0,413,0,5,0
4,2,0,4178,0,5,0
2,3,0,2147,0,5,0
1,2,0,1096,1,5,0
4,3,0,1455,0,5,0
3,2,0,-54,0,5,0
2,3,0,129,0,5,0
2,3,0,722,0,5,0
2,3,0,1767,0,5,0
2,3,0,1671,0,5,0
1,2,0,130,0,5,0
2,3,0,241,0,5,0
5,2,0,-260,0,5,0
1,2,0,1964,0,5,0
2,3,0,12855,0,5,0
5,2,0,992,0,5,0
4,2,0,661,0,5,0
4,2,0,-209,0,5,0
6,2,0,8107,0,5,0
2,2,0,16,0,5,1
2,3,0,583,0,5,0
1,2,0,-510,0,5,0
2,3,0,565,0,5,1
4,2,0,132,0,5,0
3,2,1,0,0,5,1
4,2,0,7707,0,5,0
2,3,0,-974,0,5,0
5,2,0,457,0,5,0
1,2,0,421,1,5,0
4,2,0,2397,0,5,0
2,3,0,1089,0,5,0
3,2,0,-350,1,5,0
3,2,0,814,0,5,0
2,2,0,3167,0,5,0
2,3,0,362,0,5,0
1,1,0,315,0,5,0
1,0,1,-13,0,5,0
5,2,0,437,1,5,0
1,1,0,1002,0,5,0
6,3,0,2528,1,5,0
2,3,0,239,0,5,0
5,2,0,241,0,5,0
2,3,0,986,0,5,0
1,2,0,154,0,5,0
3,2,0,3601,0,5,0
2,3,0,644,0,5,0
4,2,0,19,0,5,1
4,3,0,1440,1,5,0
3,2,0,2647,0,5,0
1,1,0,243,1,5,0
4,2,0,169,0,5,0
1,2,0,160,0,5,0
6,1,0,590,0,5,0
5,1,0,1082,0,5,1
2,2,0,6695,0,5,0
9,2,0,1713,0,5,1
2,3,0,5282,0,5,0
5,2,0,-5,1,5,0
3,1,0,7290,0,5,0
3,2,0,175,0,5,0
10,2,0,419,0,5,0
2,3,0,14481,0,5,1
2,3,0,1379,0,5,0
4,2,0,1974,0,5,0
1,1,0,1290,0,5,0
3,3,0,4660,0,5,0
9,1,0,5,0,5,0
1,1,0,2205,0,5,0
2,2,0,11743,0,5,0
1,1,0,287,0,5,0
2,3,0,132,0,5,0
3,2,0,2062,0,5,0
2,3,0,1158,0,5,0
2,3,0,-199,1,5,0
1,1,0,2144,0,5,0
4,2,0,-105,0,5,0
5,0,0,1210,0,5,0
6,2,0,4414,0,5,0
3,2,0,4924,0,5,0
2,2,0,2632,0,5,0
9,3,0,577,0,5,0
4,2,0,1597,0,5,0
7,3,0,1513,0,5,0
1,2,0,1440,0,5,0
7,2,0,1407,0,5,0
3,3,0,123,0,5,0
1,2,0,2,0,5,0
1,2,0,629,1,5,0
3,1,0,2343,0,5,0
8,1,0,740,0,5,0
1,2,0,438,0,5,0
3,2,0,650,0,5,0
3,2,0,2344,0,5,0
4,2,0,820,0,5,0
5,2,0,96,0,5,0
2,3,0,3911,1,5,0
1,2,0,2441,0,5,0
2,3,0,0,0,5,0
1,2,0,419,0,5,0
1,1,0,176,0,5,0
4,2,0,4539,0,5,0
3,2,0,2403,0,5,0
3,3,0,391,0,5,0
4,2,0,14,1,5,0
8,3,0,287,1,5,0
1,1,0,787,0,5,0
1,1,0,-232,0,5,0
1,2,0,883,1,5,0
4,2,0,734,0,5,0
1,1,0,275,0,5,0
3,2,0,5115,0,5,0
4,2,0,4120,1,5,0
5,2,0,475,0,5,0
3,2,0,7102,0,5,0
4,2,0,1235,1,5,0
3,2,0,5724,0,5,1
4,1,0,321,0,5,0
1,2,0,159,1,5,0
5,2,0,-443,0,5,0
3,2,0,1451,0,5,1
3,2,0,278,0,5,0
4,2,0,-111,0,5,0
2,3,0,614,0,5,0
2,3,0,1267,0,5,0
3,2,0,786,0,5,0
2,3,0,307,0,5,0
7,3,0,121,0,5,1
1,2,0,535,0,5,0
3,2,0,858,0,5,0
1,2,0,1341,1,5,0
4,2,0,25741,0,5,0
5,2,0,-34,0,5,1
10,3,0,3122,0,5,0
3,2,0,561,0,5,0
1,1,0,676,0,5,0
3,0,0,7108,1,5,0
3,2,0,0,1,5,0
3,2,0,49,0,5,0
1,2,0,740,0,5,0
2,3,0,1216,1,5,0
1,1,0,188,0,5,0
2,2,0,614,1,5,0
1,1,0,361,0,5,0
2,3,0,-2049,0,5,0
1,2,0,1794,1,5,0
5,3,0,3021,0,5,0
1,1,0,6614,0,5,0
4,1,0,2255,0,5,0
2,3,0,1589,0,5,0
5,2,0,590,0,5,0
9,2,0,3674,0,5,1
7,3,0,579,0,5,0
9,2,0,356,0,5,0
1,2,0,1374,0,5,0
1,2,0,698,1,5,1
4,3,0,-127,0,5,0
2,3,0,564,0,5,0
2,3,0,690,0,5,0
2,3,0,2548,0,5,0
2,3,0,2022,0,5,0
4,2,0,729,0,5,0
2,3,0,1065,1,5,0
4,2,0,2002,0,5,0
11,2,0,2960,0,5,0
1,2,0,3224,0,5,0
4,2,0,435,0,5,0
1,1,0,200,0,5,0
3,2,0,468,0,5,0
10,3,0,783,0,5,0
7,2,0,12159,0,5,0
3,2,0,3043,1,5,0
5,2,0,482,1,5,0
3,2,0,4791,0,5,0
2,3,0,-601,0,5,0
3,0,0,2005,0,5,0
2,3,0,0,0,5,0
4,2,0,-19,0,5,0
2,3,0,3254,0,5,0
1,1,0,-287,0,5,0
5,2,0,7019,0,5,0
3,2,0,646,0,5,0
2,3,0,0,0,5,0
3,2,0,4136,0,5,1
2,3,0,453,0,5,0
7,2,0,2061,1,5,0
2,3,0,19,0,5,0
2,3,0,1144,0,5,0
1,2,0,-257,0,5,0
3,2,0,342,0,5,0
3,0,0,839,0,5,0
5,1,0,373,0,5,0
2,3,0,-45,0,5,0
3,2,0,1120,0,5,0
3,2,0,-403,0,5,0
1,2,0,-219,0,5,0
6,1,0,752,0,5,0
2,0,0,17,0,5,0
5,2,0,2719,0,5,0
1,1,0,2656,0,5,1
3,2,0,2124,0,5,0
2,3,0,2806,0,5,0
3,2,0,198,1,5,0
4,2,0,305,0,5,0
3,2,0,2990,0,5,0
9,3,0,1316,0,5,0
2,3,0,548,1,5,0
5,2,0,2153,0,5,0
4,2,0,1954,1,5,0
3,2,0,562,0,5,1
3,1,0,12531,0,5,0
8,2,0,0,0,5,0
2,3,0,126,0,5,0
1,1,0,106,0,5,0
2,2,0,2666,0,5,0
1,2,0,366,1,5,0
1,1,0,580,0,5,0
3,2,0,0,0,5,0
1,2,0,429,0,5,0
3,2,0,2760,0,5,0
3,2,0,1387,0,5,0
1,2,0,1841,0,5,0
3,2,0,430,1,5,0
8,1,0,0,0,5,0
2,3,0,402,0,5,0
1,0,0,61,0,5,0
3,2,0,752,0,5,0
3,2,0,174,0,5,0
1,2,0,352,0,5,0
4,2,0,420,0,5,0
2,3,0,49,0,5,0
5,2,0,-762,1,5,0
1,1,0,461,0,5,0
1,2,0,119,0,5,0
1,1,0,314,0,5,0
2,3,0,687,0,5,0
1,2,0,0,0,5,0
5,2,1,-849,0,5,0
5,3,0,363,0,5,0
2,3,0,2904,0,5,1
1,2,0,1484,0,5,0
1,2,0,602,0,5,0
3,2,0,596,0,5,0
3,2,0,268,0,5,0
8,2,0,1375,0,5,0
2,3,0,127,0,5,0
1,2,0,1025,0,5,0
1,2,0,674,0,5,0
4,2,0,692,0,5,0
1,2,0,1036,1,5,0
3,2,0,692,0,5,0
3,2,0,1,0,5,0
2,3,1,-365,0,5,0
3,2,0,16063,0,5,0
2,3,0,1004,0,5,1
3,2,0,1285,0,5,0
1,1,0,2708,0,5,0
7,2,0,-465,0,5,0
4,2,0,8238,1,5,0
2,1,0,320,0,5,0
3,2,0,0,0,5,0
3,2,0,1,0,5,0
5,2,0,271,0,5,0
4,2,0,1538,0,5,0
10,2,0,1,0,5,0
4,0,0,179,0,5,0
6,2,0,343,0,5,0
1,1,0,2439,0,5,0
4,2,0,946,0,5,0
2,3,0,2061,0,5,0
8,2,0,404,0,5,0
1,1,0,-636,0,5,0
1,2,0,1690,1,5,0
4,1,0,2532,0,5,0
3,2,0,568,0,5,0
2,1,0,472,0,5,0
1,2,0,0,0,5,0
3,2,0,1037,0,5,0
1,1,0,157,0,5,0
1,2,0,1958,0,5,0
1,1,0,3693,0,5,0
3,2,0,0,0,5,0
1,2,0,501,1,5,0
1,2,0,5145,0,5,0
3,2,0,1771,0,5,0
5,2,0,192,1,5,0
1,1,0,292,1,5,0
5,2,0,193,0,5,0
1,2,0,1069,0,5,0
1,1,0,155,0,5,0
5,2,0,-189,0,5,0
1,0,0,905,0,5,0
3,2,0,-143,0,5,0
7,2,0,2260,0,5,0
2,3,0,211,0,5,0
1,2,0,324,0,5,0
9,2,0,0,0,5,0
4,2,0,346,1,5,0
4,2,0,139,0,5,0
1,1,0,303,0,5,0
2,3,0,0,0,5,0
2,3,0,-1027,0,5,0
3,2,0,410,0,5,1
3,3,0,264,0,5,0
9,1,0,0,0,5,1
1,2,0,1307,0,5,0
1,0,0,157,0,5,0
1,1,0,3587,0,5,0
7,2,0,1942,0,5,0
1,2,0,5563,0,5,0
2,3,0,0,0,5,1
1,2,0,1533,0,5,0
1,2,0,71,0,5,0
1,2,0,-189,0,5,0
8,2,0,62,0,5,1
4,2,0,-47,0,5,0
3,2,0,137,0,5,0
2,3,0,12,0,5,0
5,2,0,486,1,5,0
3,2,0,1609,0,5,0
1,1,0,-79,0,5,0
2,3,0,7867,1,5,0
1,2,0,123,0,5,0
4,2,0,-540,1,5,0
1,1,0,610,1,5,0
1,1,0,1092,1,5,0
2,3,0,266,0,5,0
1,1,0,0,0,5,0
1,2,0,2641,0,5,0
2,3,0,1267,0,5,0
10,2,0,229,0,5,0
1,2,0,1103,1,5,0
2,3,0,2609,0,5,0
1,2,0,3782,0,5,0
2,3,0,568,1,5,0
1,1,0,68,0,5,0
2,2,0,80,0,5,0
4,2,0,-417,0,5,0
3,2,0,2544,0,5,0
1,2,0,5210,1,5,0
1,1,0,905,0,5,0
1,1,0,416,0,5,1
1,3,0,573,0,5,0
4,2,0,0,0,5,0
1,2,0,304,0,5,0
7,2,0,-10,0,6,0
3,2,0,6312,0,6,0
2,1,0,396,0,6,0
5,2,0,26,0,6,0
2,3,0,34,0,6,0
1,1,0,147,0,6,0
6,2,0,25,0,6,0
1,2,0,280,0,6,0
3,2,0,335,0,6,0
3,2,0,1994,0,6,0
4,2,0,777,0,6,0
8,2,0,641,1,6,0
2,3,1,-559,0,6,0
4,2,0,17,0,6,0
5,2,0,-141,1,6,0
5,1,0,1095,1,6,0
2,3,0,177,1,6,0
1,1,0,186,0,6,0
2,3,0,332,0,6,0
4,3,0,519,0,6,0
5,1,1,-583,0,6,0
3,2,0,1097,0,6,0
1,1,0,89,0,6,0
3,3,0,-167,0,6,0
1,2,0,571,0,6,0
2,3,0,596,0,6,0
1,2,0,535,0,6,0
3,2,0,3339,0,6,0
2,3,0,2193,1,6,0
4,2,0,771,0,6,0
3,2,1,-757,1,6,0
2,2,0,308,1,6,0
1,1,0,256,0,6,0
3,3,0,3729,0,6,0
4,2,0,15511,0,6,0
2,2,0,1029,0,6,0
1,1,0,323,0,6,0
8,3,0,307,0,6,0
3,2,0,1965,0,6,0
8,2,0,291,0,6,0
1,1,0,938,0,6,0
2,3,0,756,0,6,0
1,1,0,1942,0,6,0
4,2,0,2378,0,6,0
1,2,0,0,0,6,0
2,3,0,5041,0,6,0
2,2,0,628,1,6,0
7,2,0,294,0,6,0
1,2,0,516,1,6,0
3,2,0,-244,0,6,0
2,3,0,22,0,6,0
8,3,0,18904,0,6,0
1,1,0,540,0,6,0
3,2,0,615,0,6,0
2,2,0,86,0,6,0
1,2,0,4143,1,6,0
1,2,0,14,0,6,0
2,3,0,2763,0,6,1
1,2,0,0,0,6,0
4,1,0,239,0,6,0
5,2,0,2984,0,6,1
1,2,0,3696,0,6,0
6,3,0,4,0,6,0
2,2,0,249,0,6,0
1,1,0,143,1,6,1
1,2,0,191,0,6,0
1,2,0,1358,0,6,0
2,0,0,3044,0,6,0
1,2,0,4,0,6,0
7,3,0,3560,0,6,0
3,2,0,1309,0,6,0
4,2,0,-488,0,6,0
5,2,0,440,0,6,0
5,2,0,808,0,6,0
4,2,0,2854,0,6,0
1,1,0,1244,0,6,0
3,3,0,691,1,6,0
5,1,0,0,0,6,1
8,2,0,3249,0,6,0
5,2,0,759,0,6,0
2,3,0,144,0,6,0
5,2,0,892,0,6,0
5,2,0,109,0,6,0
10,3,0,608,1,6,0
4,2,0,1415,0,6,0
1,2,0,314,0,6,0
6,1,1,-1480,0,6,0
3,2,0,0,0,6,0
4,2,0,3487,0,6,0
8,1,0,56,0,6,0
3,2,0,374,1,6,0
1,1,0,451,0,6,0
5,2,0,741,0,6,0
9,2,0,8,0,6,0
6,2,0,3948,0,6,0
1,2,0,231,0,6,0
1,1,0,859,0,6,0
1,1,0,1802,0,6,0
1,1,0,298,1,6,0
3,2,0,3472,0,6,0
4,2,0,1076,0,6,0
2,3,0,732,0,6,0
2,2,0,1897,1,6,0
1,2,0,1985,0,6,0
1,1,0,1861,0,6,0
2,3,0,3237,0,6,0
3,2,0,1614,0,6,0
1,2,0,-45,0,6,0
5,2,0,847,0,6,0
2,2,0,1825,0,6,0
3,2,0,493,1,6,0
1,2,0,80,1,6,0
7,3,0,1237,1,6,0
1,2,0,3659,0,6,0
2,3,0,1834,0,6,0
8,2,0,-143,0,6,0
1,2,0,360,1,6,0
3,3,0,1104,1,6,0
1,1,0,522,0,6,0
1,1,0,6843,0,6,0
9,2,0,756,0,6,0
2,3,0,1682,0,6,0
2,3,0,900,0,6,0
1,2,0,426,0,6,0
2,3,0,6,0,6,0
3,2,0,696,0,6,1
1,1,0,2507,0,6,0
5,2,0,152,0,6,1
8,3,0,247,1,6,0
4,3,0,7505,1,6,0
1,2,0,4415,0,6,0
1,1,0,4,0,6,0
2,3,0,0,0,6,0
2,3,0,1475,1,6,0
1,1,0,-20,0,6,0
1,1,0,3574,0,6,0
4,2,0,717,0,6,0
3,2,0,518,0,6,0
1,1,0,1720,0,6,0
5,2,0,5029,1,6,0
1,2,0,395,0,6,0
1,1,0,3868,0,6,0
1,2,0,334,1,6,0
7,3,0,578,0,6,0
3,2,0,410,1,6,0
2,3,0,0,0,6,0
3,2,0,77,1,6,0
1,2,0,114,0,6,0
5,2,0,4780,0,6,0
2,3,0,0,0,6,0
1,2,0,502,0,6,0
5,2,0,1027,0,6,0
1,2,0,579,1,6,0
7,2,0,312,0,6,0
2,3,0,166,0,6,0
1,1,0,1187,0,6,0
3,2,0,1242,0,6,0
3,3,0,15,0,6,0
7,3,0,72,0,6,0
1,2,0,489,0,6,0
4,2,0,1098,1,6,0
3,2,1,34,0,6,0
